ticket_id,department,problem_type,priority,sentiment,timestamp,predicted_priority
359,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 08:12:00,2
360,HR,Сетевая инфраструктура,4,Нейтральная,2025-01-01 08:13:00,4
361,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 08:15:00,5
362,Продажи,Оборудование,2,Позитивная,2025-01-01 08:17:00,2
363,Продажи,ПО и 1С,4,Позитивная,2025-01-01 08:18:00,3
364,HR,Сетевая инфраструктура,4,Нейтральная,2025-01-01 08:18:00,4
365,Продажи,Сетевая инфраструктура,5,Негативная,2025-01-01 08:18:00,5
366,Продажи,Оборудование,4,Негативная,2025-01-01 08:20:00,4
367,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 08:20:00,3
368,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 08:20:00,5
369,IT,ПО и 1С,1,Позитивная,2025-01-01 08:21:00,2
370,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 08:21:00,4
371,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 08:26:00,4
372,HR,Доступ и учетные записи,2,Позитивная,2025-01-01 08:26:00,1
373,HR,Оборудование,2,Нейтральная,2025-01-01 08:26:00,2
374,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 08:26:00,4
375,HR,Доступ и учетные записи,2,Нейтральная,2025-01-01 08:26:00,2
376,IT,Оборудование,2,Нейтральная,2025-01-01 08:27:00,2
377,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 08:29:00,4
378,HR,Доступ и учетные записи,3,Нейтральная,2025-01-01 08:29:00,2
379,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 08:30:00,4
380,Продажи,ПО и 1С,5,Негативная,2025-01-01 08:30:00,5
381,IT,Оборудование,2,Нейтральная,2025-01-01 08:30:00,2
382,IT,Оборудование,3,Нейтральная,2025-01-01 08:30:00,2
383,HR,Доступ и учетные записи,2,Нейтральная,2025-01-01 08:31:00,2
384,Продажи,ПО и 1С,5,Негативная,2025-01-01 08:32:00,5
385,Продажи,Оборудование,2,Нейтральная,2025-01-01 08:33:00,3
386,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 08:36:00,4
387,IT,Оборудование,3,Негативная,2025-01-01 08:36:00,3
388,HR,Доступ и учетные записи,1,Нейтральная,2025-01-01 08:37:00,2
389,Бухгалтерия,ПО и 1С,5,Негативная,2025-01-01 08:38:00,5
390,IT,ПО и 1С,3,Нейтральная,2025-01-01 08:39:00,3
391,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 08:39:00,4
392,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 08:47:00,4
393,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 08:49:00,5
394,IT,Доступ и учетные записи,3,Негативная,2025-01-01 08:53:00,3
395,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 08:56:00,2
396,Бухгалтерия,ПО и 1С,4,Негативная,2025-01-01 09:01:00,5
397,Продажи,Сетевая инфраструктура,5,Негативная,2025-01-01 09:03:00,5
398,HR,ПО и 1С,4,Негативная,2025-01-01 09:05:00,4
399,IT,Доступ и учетные записи,3,Негативная,2025-01-01 09:05:00,3
400,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 09:06:00,3
401,Бухгалтерия,ПО и 1С,3,Нейтральная,2025-01-01 09:07:00,4
402,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 09:08:00,4
403,Продажи,ПО и 1С,5,Негативная,2025-01-01 09:13:00,5
404,Продажи,Доступ и учетные записи,3,Нейтральная,2025-01-01 09:13:00,3
405,HR,Доступ и учетные записи,3,Негативная,2025-01-01 09:13:00,3
406,HR,ПО и 1С,3,Нейтральная,2025-01-01 09:14:00,3
407,Продажи,Доступ и учетные записи,3,Нейтральная,2025-01-01 09:15:00,3
408,IT,ПО и 1С,2,Позитивная,2025-01-01 09:16:00,2
409,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 09:19:00,5
410,IT,ПО и 1С,4,Нейтральная,2025-01-01 09:23:00,3
411,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 09:26:00,5
412,Бухгалтерия,ПО и 1С,5,Нейтральная,2025-01-01 09:27:00,4
413,IT,Оборудование,3,Негативная,2025-01-01 09:28:00,3
414,Продажи,Оборудование,5,Негативная,2025-01-01 09:28:00,4
415,IT,ПО и 1С,3,Нейтральная,2025-01-01 09:28:00,3
416,Продажи,Доступ и учетные записи,4,Нейтральная,2025-01-01 09:29:00,3
417,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 09:29:00,4
418,HR,Оборудование,3,Негативная,2025-01-01 09:30:00,3
419,Бухгалтерия,Сетевая инфраструктура,4,Позитивная,2025-01-01 09:30:00,4
420,IT,ПО и 1С,4,Негативная,2025-01-01 09:32:00,4
421,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 09:32:00,5
422,IT,ПО и 1С,3,Негативная,2025-01-01 09:33:00,4
423,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 09:34:00,5
424,IT,Сетевая инфраструктура,5,Негативная,2025-01-01 09:35:00,5
425,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 09:38:00,3
426,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 09:40:00,3
427,IT,ПО и 1С,4,Негативная,2025-01-01 09:42:00,4
428,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 09:44:00,5
429,IT,ПО и 1С,3,Позитивная,2025-01-01 09:44:00,2
430,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 09:46:00,4
431,Бухгалтерия,ПО и 1С,5,Негативная,2025-01-01 09:47:00,5
432,IT,Оборудование,4,Негативная,2025-01-01 09:47:00,3
433,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 09:47:00,2
434,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 09:48:00,4
435,HR,Оборудование,3,Негативная,2025-01-01 09:49:00,3
436,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 09:50:00,4
437,Продажи,Доступ и учетные записи,3,Нейтральная,2025-01-01 09:52:00,3
438,HR,Сетевая инфраструктура,4,Негативная,2025-01-01 09:53:00,5
439,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 09:53:00,5
440,Продажи,Оборудование,4,Нейтральная,2025-01-01 09:54:00,3
441,IT,Доступ и учетные записи,3,Негативная,2025-01-01 09:54:00,3
442,HR,Оборудование,1,Нейтральная,2025-01-01 09:56:00,2
443,HR,ПО и 1С,3,Нейтральная,2025-01-01 09:57:00,3
444,HR,Сетевая инфраструктура,5,Негативная,2025-01-01 09:57:00,5
445,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 09:57:00,3
446,IT,ПО и 1С,3,Нейтральная,2025-01-01 09:57:00,3
447,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 09:59:00,4
448,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 10:00:00,2
449,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 10:00:00,5
450,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 10:01:00,4
451,Продажи,Доступ и учетные записи,2,Нейтральная,2025-01-01 10:04:00,3
452,Продажи,Доступ и учетные записи,5,Негативная,2025-01-01 10:05:00,4
453,IT,Оборудование,3,Негативная,2025-01-01 10:06:00,3
454,HR,Сетевая инфраструктура,3,Позитивная,2025-01-01 10:06:00,3
455,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 10:06:00,4
456,IT,Оборудование,3,Негативная,2025-01-01 10:09:00,3
457,Продажи,ПО и 1С,5,Негативная,2025-01-01 10:13:00,5
458,IT,ПО и 1С,2,Позитивная,2025-01-01 10:14:00,2
459,Бухгалтерия,ПО и 1С,5,Негативная,2025-01-01 10:16:00,5
460,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 10:17:00,4
461,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 10:18:00,5
462,Продажи,Доступ и учетные записи,3,Негативная,2025-01-01 10:19:00,4
463,HR,Доступ и учетные записи,1,Позитивная,2025-01-01 10:19:00,1
464,Продажи,Оборудование,3,Нейтральная,2025-01-01 10:24:00,3
465,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 10:29:00,3
466,IT,Доступ и учетные записи,1,Нейтральная,2025-01-01 10:31:00,2
467,HR,ПО и 1С,2,Позитивная,2025-01-01 10:31:00,2
468,IT,ПО и 1С,4,Негативная,2025-01-01 10:33:00,4
469,HR,Доступ и учетные записи,3,Негативная,2025-01-01 10:34:00,3
470,IT,Оборудование,3,Негативная,2025-01-01 10:34:00,3
471,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 10:36:00,5
472,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 10:39:00,4
473,Бухгалтерия,ПО и 1С,5,Негативная,2025-01-01 10:41:00,5
474,HR,ПО и 1С,3,Нейтральная,2025-01-01 10:42:00,3
475,IT,Доступ и учетные записи,1,Нейтральная,2025-01-01 10:42:00,2
476,HR,ПО и 1С,3,Нейтральная,2025-01-01 10:43:00,3
477,HR,ПО и 1С,4,Негативная,2025-01-01 10:44:00,4
478,IT,Доступ и учетные записи,3,Негативная,2025-01-01 10:44:00,3
479,IT,Доступ и учетные записи,3,Негативная,2025-01-01 10:45:00,3
480,Бухгалтерия,Доступ и учетные записи,2,Нейтральная,2025-01-01 10:47:00,3
481,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 10:47:00,5
482,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 10:48:00,4
483,Продажи,Сетевая инфраструктура,5,Негативная,2025-01-01 10:51:00,5
484,IT,Доступ и учетные записи,4,Негативная,2025-01-01 10:51:00,3
485,Бухгалтерия,Сетевая инфраструктура,4,Нейтральная,2025-01-01 10:52:00,5
486,Продажи,Оборудование,3,Нейтральная,2025-01-01 10:53:00,3
487,Продажи,ПО и 1С,3,Нейтральная,2025-01-01 10:54:00,4
488,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 10:55:00,4
489,HR,Оборудование,2,Нейтральная,2025-01-01 10:55:00,2
490,Продажи,Оборудование,3,Нейтральная,2025-01-01 10:56:00,3
491,HR,Оборудование,3,Негативная,2025-01-01 10:56:00,3
492,IT,Оборудование,2,Нейтральная,2025-01-01 10:57:00,2
493,Бухгалтерия,Доступ и учетные записи,2,Нейтральная,2025-01-01 10:58:00,3
494,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 10:58:00,4
495,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 11:01:00,4
496,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 11:01:00,5
497,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 11:02:00,4
498,HR,ПО и 1С,3,Нейтральная,2025-01-01 11:05:00,3
499,HR,Оборудование,1,Позитивная,2025-01-01 11:06:00,1
500,Продажи,ПО и 1С,5,Негативная,2025-01-01 11:06:00,5
501,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 11:09:00,5
502,Продажи,ПО и 1С,5,Негативная,2025-01-01 11:10:00,5
503,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 11:11:00,3
504,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 11:12:00,5
505,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 11:13:00,5
506,Бухгалтерия,ПО и 1С,5,Нейтральная,2025-01-01 11:20:00,4
507,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 11:22:00,4
508,IT,Сетевая инфраструктура,5,Негативная,2025-01-01 11:23:00,5
509,Продажи,Доступ и учетные записи,2,Нейтральная,2025-01-01 11:24:00,3
510,Продажи,ПО и 1С,3,Нейтральная,2025-01-01 11:25:00,4
511,IT,ПО и 1С,3,Нейтральная,2025-01-01 11:25:00,3
512,Продажи,Сетевая инфраструктура,4,Позитивная,2025-01-01 11:31:00,4
513,HR,Сетевая инфраструктура,5,Негативная,2025-01-01 11:33:00,5
514,HR,Доступ и учетные записи,2,Нейтральная,2025-01-01 11:33:00,2
515,IT,Сетевая инфраструктура,5,Негативная,2025-01-01 11:33:00,5
516,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 11:33:00,5
517,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 11:34:00,5
518,IT,Сетевая инфраструктура,3,Нейтральная,2025-01-01 11:36:00,4
519,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 11:37:00,5
520,HR,Доступ и учетные записи,3,Негативная,2025-01-01 11:37:00,3
521,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 11:39:00,2
522,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 11:41:00,3
523,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 11:42:00,3
524,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 11:44:00,4
525,HR,Доступ и учетные записи,2,Нейтральная,2025-01-01 11:44:00,2
526,Бухгалтерия,ПО и 1С,4,Негативная,2025-01-01 11:48:00,5
527,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 11:49:00,4
528,Продажи,Оборудование,4,Негативная,2025-01-01 11:50:00,4
529,IT,Сетевая инфраструктура,5,Негативная,2025-01-01 11:50:00,5
530,Бухгалтерия,ПО и 1С,4,Негативная,2025-01-01 11:51:00,5
531,IT,ПО и 1С,4,Негативная,2025-01-01 11:51:00,4
532,IT,Оборудование,2,Нейтральная,2025-01-01 11:51:00,2
533,Продажи,Оборудование,3,Нейтральная,2025-01-01 11:53:00,3
534,IT,Доступ и учетные записи,1,Позитивная,2025-01-01 11:55:00,1
535,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 11:55:00,4
536,IT,Доступ и учетные записи,1,Нейтральная,2025-01-01 11:56:00,2
537,IT,ПО и 1С,3,Нейтральная,2025-01-01 11:57:00,3
538,HR,ПО и 1С,4,Негативная,2025-01-01 11:58:00,4
539,Продажи,Сетевая инфраструктура,4,Нейтральная,2025-01-01 12:02:00,5
540,Бухгалтерия,ПО и 1С,3,Нейтральная,2025-01-01 12:03:00,4
541,IT,ПО и 1С,5,Негативная,2025-01-01 12:05:00,4
542,HR,Оборудование,1,Позитивная,2025-01-01 12:06:00,1
543,HR,Оборудование,3,Негативная,2025-01-01 12:06:00,3
544,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 12:06:00,4
545,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 12:08:00,4
546,HR,ПО и 1С,3,Нейтральная,2025-01-01 12:08:00,3
547,Продажи,ПО и 1С,5,Негативная,2025-01-01 12:08:00,5
548,Бухгалтерия,Сетевая инфраструктура,4,Нейтральная,2025-01-01 12:13:00,5
549,HR,Оборудование,2,Нейтральная,2025-01-01 12:14:00,2
550,Продажи,ПО и 1С,3,Позитивная,2025-01-01 12:14:00,3
551,Продажи,Сетевая инфраструктура,5,Негативная,2025-01-01 12:14:00,5
552,Бухгалтерия,Оборудование,1,Позитивная,2025-01-01 12:14:00,2
553,HR,Оборудование,2,Нейтральная,2025-01-01 12:17:00,2
554,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 12:18:00,4
555,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 12:18:00,5
556,Продажи,Доступ и учетные записи,3,Нейтральная,2025-01-01 12:19:00,3
557,IT,ПО и 1С,3,Нейтральная,2025-01-01 12:20:00,3
558,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 12:21:00,2
559,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 12:21:00,4
560,IT,ПО и 1С,4,Негативная,2025-01-01 12:21:00,4
561,Бухгалтерия,Оборудование,5,Негативная,2025-01-01 12:22:00,4
562,HR,Сетевая инфраструктура,5,Негативная,2025-01-01 12:23:00,5
563,IT,ПО и 1С,3,Позитивная,2025-01-01 12:25:00,2
564,Продажи,Сетевая инфраструктура,3,Позитивная,2025-01-01 12:25:00,4
565,HR,Сетевая инфраструктура,4,Нейтральная,2025-01-01 12:27:00,4
566,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 12:27:00,4
567,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 12:28:00,5
568,Бухгалтерия,ПО и 1С,5,Негативная,2025-01-01 12:28:00,5
569,Продажи,ПО и 1С,3,Позитивная,2025-01-01 12:31:00,3
570,IT,ПО и 1С,5,Негативная,2025-01-01 12:36:00,4
571,Продажи,Оборудование,3,Нейтральная,2025-01-01 12:37:00,3
572,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 12:39:00,4
573,IT,Оборудование,2,Нейтральная,2025-01-01 12:39:00,2
574,HR,Доступ и учетные записи,2,Нейтральная,2025-01-01 12:40:00,2
575,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 12:42:00,5
576,Бухгалтерия,ПО и 1С,5,Негативная,2025-01-01 12:46:00,5
577,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 12:47:00,2
578,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 12:48:00,3
579,Продажи,Доступ и учетные записи,3,Нейтральная,2025-01-01 12:50:00,3
580,IT,ПО и 1С,4,Нейтральная,2025-01-01 12:52:00,3
581,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 12:53:00,5
582,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 12:54:00,4
583,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 12:55:00,3
584,IT,ПО и 1С,3,Нейтральная,2025-01-01 12:56:00,3
585,HR,ПО и 1С,4,Негативная,2025-01-01 12:56:00,4
586,IT,Оборудование,3,Негативная,2025-01-01 12:57:00,3
587,IT,Сетевая инфраструктура,5,Негативная,2025-01-01 12:58:00,5
588,IT,Доступ и учетные записи,3,Негативная,2025-01-01 12:58:00,3
589,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 13:00:00,3
590,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 13:01:00,4
591,HR,Оборудование,3,Негативная,2025-01-01 13:01:00,3
592,HR,Сетевая инфраструктура,5,Негативная,2025-01-01 13:01:00,5
593,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 13:02:00,5
594,HR,ПО и 1С,3,Нейтральная,2025-01-01 13:04:00,3
595,Продажи,Оборудование,4,Негативная,2025-01-01 13:05:00,4
596,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 13:09:00,3
597,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 13:09:00,4
598,IT,Оборудование,3,Негативная,2025-01-01 13:10:00,3
599,Продажи,Оборудование,4,Негативная,2025-01-01 13:10:00,4
600,IT,ПО и 1С,4,Негативная,2025-01-01 13:13:00,4
601,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 13:15:00,4
602,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 13:18:00,5
603,Продажи,Доступ и учетные записи,3,Нейтральная,2025-01-01 13:23:00,3
604,IT,Оборудование,3,Негативная,2025-01-01 13:25:00,3
605,HR,Оборудование,2,Нейтральная,2025-01-01 13:27:00,2
606,IT,Доступ и учетные записи,3,Негативная,2025-01-01 13:27:00,3
607,Продажи,Оборудование,3,Нейтральная,2025-01-01 13:30:00,3
608,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 13:30:00,4
609,Бухгалтерия,ПО и 1С,5,Нейтральная,2025-01-01 13:32:00,4
610,IT,Доступ и учетные записи,3,Негативная,2025-01-01 13:33:00,3
611,Продажи,ПО и 1С,5,Негативная,2025-01-01 13:33:00,5
612,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 13:33:00,5
613,Бухгалтерия,ПО и 1С,3,Позитивная,2025-01-01 13:36:00,3
614,HR,ПО и 1С,3,Нейтральная,2025-01-01 13:37:00,3
615,HR,Сетевая инфраструктура,3,Нейтральная,2025-01-01 13:39:00,4
616,HR,ПО и 1С,4,Нейтральная,2025-01-01 13:45:00,3
617,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 13:46:00,5
618,HR,ПО и 1С,3,Нейтральная,2025-01-01 13:46:00,3
619,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 13:50:00,4
620,IT,ПО и 1С,3,Нейтральная,2025-01-01 13:50:00,3
621,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 13:53:00,4
622,IT,ПО и 1С,2,Позитивная,2025-01-01 13:54:00,2
623,Продажи,Оборудование,5,Негативная,2025-01-01 13:54:00,4
624,IT,Оборудование,2,Нейтральная,2025-01-01 13:55:00,2
625,IT,ПО и 1С,2,Нейтральная,2025-01-01 13:56:00,3
626,Бухгалтерия,ПО и 1С,5,Нейтральная,2025-01-01 13:56:00,4
627,HR,Сетевая инфраструктура,5,Негативная,2025-01-01 13:58:00,5
628,IT,Доступ и учетные записи,3,Негативная,2025-01-01 13:58:00,3
629,HR,Сетевая инфраструктура,3,Нейтральная,2025-01-01 14:01:00,4
630,HR,ПО и 1С,4,Негативная,2025-01-01 14:01:00,4
631,Продажи,Оборудование,3,Нейтральная,2025-01-01 14:01:00,3
632,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 14:01:00,3
633,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 14:02:00,4
634,Продажи,ПО и 1С,3,Позитивная,2025-01-01 14:05:00,3
635,Продажи,Оборудование,5,Негативная,2025-01-01 14:07:00,4
636,IT,ПО и 1С,3,Нейтральная,2025-01-01 14:07:00,3
637,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 14:08:00,5
638,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 14:08:00,3
639,IT,Оборудование,2,Нейтральная,2025-01-01 14:09:00,2
640,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 14:10:00,4
641,HR,Сетевая инфраструктура,5,Негативная,2025-01-01 14:10:00,5
642,Продажи,Оборудование,4,Негативная,2025-01-01 14:11:00,4
643,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 14:11:00,3
644,IT,Сетевая инфраструктура,5,Негативная,2025-01-01 14:13:00,5
645,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 14:14:00,4
646,IT,ПО и 1С,3,Нейтральная,2025-01-01 14:15:00,3
647,IT,Доступ и учетные записи,3,Негативная,2025-01-01 14:17:00,3
648,HR,Доступ и учетные записи,1,Позитивная,2025-01-01 14:18:00,1
649,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 14:19:00,2
650,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 14:20:00,3
651,IT,Оборудование,3,Негативная,2025-01-01 14:21:00,3
652,Продажи,Сетевая инфраструктура,5,Негативная,2025-01-01 14:22:00,5
653,IT,Оборудование,2,Нейтральная,2025-01-01 14:22:00,2
654,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 14:25:00,4
655,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 14:25:00,4
656,Продажи,Сетевая инфраструктура,5,Негативная,2025-01-01 14:25:00,5
657,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 14:28:00,4
658,IT,Доступ и учетные записи,3,Негативная,2025-01-01 14:28:00,3
659,Бухгалтерия,Оборудование,3,Нейтральная,2025-01-01 14:29:00,3
660,Продажи,Сетевая инфраструктура,5,Негативная,2025-01-01 14:32:00,5
661,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 14:32:00,3
662,IT,Доступ и учетные записи,3,Негативная,2025-01-01 14:32:00,3
663,IT,Доступ и учетные записи,1,Позитивная,2025-01-01 14:33:00,1
664,IT,ПО и 1С,2,Позитивная,2025-01-01 14:34:00,2
665,HR,ПО и 1С,4,Негативная,2025-01-01 14:34:00,4
666,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 14:34:00,4
667,Бухгалтерия,Оборудование,2,Позитивная,2025-01-01 14:35:00,2
668,Бухгалтерия,ПО и 1С,5,Негативная,2025-01-01 14:37:00,5
669,Бухгалтерия,Сетевая инфраструктура,5,Нейтральная,2025-01-01 14:39:00,5
670,IT,ПО и 1С,4,Негативная,2025-01-01 14:39:00,4
671,Продажи,Оборудование,2,Позитивная,2025-01-01 14:40:00,2
672,IT,Сетевая инфраструктура,3,Нейтральная,2025-01-01 14:40:00,4
673,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 14:43:00,4
674,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 14:43:00,4
675,IT,Оборудование,2,Нейтральная,2025-01-01 14:46:00,2
676,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 14:47:00,4
677,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 14:47:00,5
678,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 14:47:00,3
679,IT,Доступ и учетные записи,2,Нейтральная,2025-01-01 14:56:00,2
680,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 14:57:00,4
681,HR,ПО и 1С,3,Нейтральная,2025-01-01 14:59:00,3
682,IT,Доступ и учетные записи,3,Негативная,2025-01-01 15:00:00,3
683,Бухгалтерия,Сетевая инфраструктура,5,Негативная,2025-01-01 15:02:00,5
684,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 15:07:00,4
685,Бухгалтерия,Сетевая инфраструктура,4,Нейтральная,2025-01-01 15:08:00,5
686,Продажи,Доступ и учетные записи,4,Негативная,2025-01-01 15:11:00,4
687,Бухгалтерия,Доступ и учетные записи,3,Нейтральная,2025-01-01 15:12:00,3
688,Бухгалтерия,Оборудование,4,Негативная,2025-01-01 15:13:00,4
689,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 15:14:00,4
690,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 15:14:00,4
691,IT,ПО и 1С,3,Нейтральная,2025-01-01 15:15:00,3
692,IT,ПО и 1С,4,Негативная,2025-01-01 15:15:00,4
693,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 15:16:00,4
694,Бухгалтерия,ПО и 1С,3,Позитивная,2025-01-01 15:25:00,3
695,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 15:25:00,4
696,IT,Доступ и учетные записи,2,Негативная,2025-01-01 15:26:00,3
697,HR,ПО и 1С,3,Нейтральная,2025-01-01 15:31:00,3
698,IT,ПО и 1С,4,Нейтральная,2025-01-01 15:32:00,3
699,Бухгалтерия,Доступ и учетные записи,4,Негативная,2025-01-01 15:32:00,4
700,Бухгалтерия,ПО и 1С,4,Нейтральная,2025-01-01 15:33:00,4
701,IT,ПО и 1С,4,Негативная,2025-01-01 15:36:00,4
702,Продажи,ПО и 1С,4,Нейтральная,2025-01-01 15:37:00,4
703,Продажи,Сетевая инфраструктура,5,Нейтральная,2025-01-01 15:37:00,5
704,IT,Сетевая инфраструктура,5,Негативная,2025-01-01 15:37:00,5
705,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 15:40:00,4
706,Продажи,Сетевая инфраструктура,5,Негативная,2025-01-01 15:40:00,5
707,HR,Оборудование,1,Позитивная,2025-01-01 15:42:00,1
708,Продажи,Оборудование,4,Негативная,2025-01-01 15:44:00,4
709,IT,ПО и 1С,4,Негативная,2025-01-01 15:45:00,4
710,IT,Сетевая инфраструктура,4,Нейтральная,2025-01-01 15:45:00,4
711,HR,Оборудование,2,Нейтральная,2025-01-01 15:46:00,2
